,score
train_accuracy,0.993920972644377
test_accuracy,0.279126213592233
train_test_accuracy_gap,0.714794759052144
macro_precision,0.16793058094176744
macro_recall,0.1688108781894459
macro_f1,0.1676663774542884
weighted_f1,0.27509908833252017
best_cv_macro_f1,0.22959907698567766
