,score
train_accuracy,0.8091185410334346
test_accuracy,0.3640776699029126
macro_precision,0.259205990825449
macro_recall,0.25115799958560725
macro_f1,0.2523229910137368
weighted_f1,0.3660734955469141
best_cv_macro_f1,0.262339516260755
