,score
train_accuracy,0.9963525835866262
test_accuracy,0.2621359223300971
train_test_accuracy_gap,0.7342166612565291
macro_precision,0.15207420737575156
macro_recall,0.15348601234434134
macro_f1,0.1522624581669252
weighted_f1,0.25650738217467
best_cv_macro_f1,0.1771876097985638
